Mod:Item:MetaData, Localized Name
bigreactors:blockcyanite, Cyanite Block
bigreactors:reactorcoolantport, Reactor Coolant Port (Legacy)
bigreactors:turbinecontroller, Turbine Controller (Legacy)
bigreactors:reactorpowertaptesla, Reactor Tesla Power Tap (Legacy)
bigreactors:turbineglass, Turbine Glass (Legacy)
bigreactors:reactorcasing, Reactor Casing (Legacy)
bigreactors:reactorpowertaprf, Reactor Redstone Flux Power Tap (Legacy)
bigreactors:reactorcontroller, Reactor Controller (Legacy)
bigreactors:reactorredstoneport, Reactor Redstone Port (Legacy)
bigreactors:oreyellorite, Yellorite Ore
bigreactors:blockludicrite, Ludicrite Block
bigreactors:turbinepowertaprf, Turbine Redstone Flux Power Tap (Legacy)
bigreactors:turbinepowertaptesla, Turbine Tesla Power Tap (Legacy)
bigreactors:reactorcomputerport, Reactor Computer Port (Legacy)
bigreactors:reactorglass, Reactor Glass (Legacy)
bigreactors:reactorcontrolrod, Reactor Control Rod (Legacy)
bigreactors:reactorfuelrod, Reactor Fuel Rod (Legacy)
fossil:biofossil, Biofossil
fossil:tar_fossil, Tar Fossil
fossil:dinopedia, Dinopedia
fossil:failuresaurus_flesh, Failuresaurus Flesh
fossil:bio_goo, Bio-Goo
fossil:amber, Amber
fossil:dominican_amber, Dominican Amber
fossil:chicken_essence, Chicken Essence
fossil:stunted_essence, Poisonous Potato Essence
fossil:scarab_gem, Scarab Gem
fossil:aquatic_scarab_gem, Aquatic Scarab Gem
fossil:scarab_axe, Scarab Axe
fossil:scarab_pickaxe, Scarab Pickaxe
fossil:scarab_sword, Scarab Sword
fossil:scarab_hoe, Scarab Hoe
fossil:scarab_shovel, Scarab Shovel
fossil:skull_helmet, Skull Helmet
fossil:skull_chestplate, Ribcage Chestplate
fossil:shin_leggings, Bone Plate Leggings
fossil:feet_boots, Bone Boots
fossil:ancient_key, Ancient Key
fossil:ancient_clock, Ancient Clock
fossil:shell, Nautilus Shell
fossil:sjl, Sio-Chiu-Le
fossil:magic_conch, Magic Conch
fossil:raw_chicken_soup, Raw Chicken Soup
fossil:cooked_chicken_soup, Cooked Chicken Soup
fossil:cooked_egg, Cooked Egg
fossil:relic_scrap, Relic Scrap
fossil:pottery_shard, Pottery Shard
fossil:plant_fossil, Plant Fossil
fossil:skull_stick, Skull Stick
fossil:tooth_dagger, Tooth Dagger
fossil:stone_tablet, Stone Tablet
fossil:whip, Whip
fossil:toyball:0, Black Ball
fossil:toyball:1, Red Ball
fossil:toyball:2, Green Ball
fossil:toyball:3, Brown Ball
fossil:toyball:4, Blue Ball
fossil:toyball:5, Purple Ball
fossil:toyball:6, Cyan Ball
fossil:toyball:7, Light Gray Ball
fossil:toyball:8, Gray Ball
fossil:toyball:9, Pink Ball
fossil:toyball:10, Lime Ball
fossil:toyball:11, Yellow Ball
fossil:toyball:12, Light Blue Ball
fossil:toyball:13, Magenta Ball
fossil:toyball:14, Orange Ball
fossil:toyball:15, White Ball
fossil:toy_scratching_post, Scratching Post
fossil:toy_tethered_log, Tethered Log
fossil:wooden_javelin, Wooden Javelin
fossil:stone_javelin, Stone Javelin
fossil:iron_javelin, Iron Javelin
fossil:gold_javelin, Golden Javelin
fossil:diamond_javelin, Diamond Javelin
fossil:ancient_javelin, Ancient Javelin
fossil:broken_sword, Broken Ancient Sword
fossil:broken_helmet, Broken Ancient Helmet
fossil:ancient_sword, Ancient Sword
fossil:ancient_helmet, Ancient Helmet
fossil:iced_meat, Frozen Meat
fossil:fossilseed:0, Fossilized Dillhoffia Seeds
fossil:fossilseed:1, Fossilized Sarracenia Seeds
fossil:fossilseed:2, Fossilized Cephalotaxus Seeds
fossil:fossilseed:3, Fossilized Archaeosigillaria Spores
fossil:fossilseed:4, Fossilized Foozia Spores
fossil:fossilseed:5, Fossilized Zamites Seeds
fossil:fossilseed:6, Fossilized Bennettitales Seeds
fossil:fossilseed:7, Fossilized Welwitschia Seeds
fossil:fossilseed:8, Fossilized Horsetail Seeds
fossil:fossilseed:9, Fossilized Tempskya Spores
fossil:fossilseed:10, Fossilized Vaccinium Seeds
fossil:fossilseed:11, Fossilized Osmunda Spores
fossil:fossilseed:12, Fossilized Crataegus Seeds
fossil:fossilseed:13, Fossilized Florissantia Seeds
fossil:fossilseed:14, Fossilized Ephedra Seeds
fossil:fossilseed:15, Fossilized Duisbergia Spores
fossil:fossilseed:16, Fossilized Dipteris Spores
fossil:fossilseed:17, Fossilized Dictyophyllum Seeds
fossil:fossilseed:18, Fossilized Sagenopteris Seeds
fossil:fossilseed:19, Fossilized Cyathea Seeds
fossil:fossil_seed_fern, Fossilized Fern Spores
fossil:fossil_sapling_palae, Petrified Palaeoraphe Sapling
fossil:fossil_sapling_calamites, Petrified Calamites Sapling
fossil:fossil_sapling_sigillaria, Petrified Sigillaria Sapling
fossil:fossil_sapling_cordaites, Petrified Cordaites Sapling
fossil:seed:0, Dillhoffia Seeds
fossil:seed:1, Sarracenia Seeds
fossil:seed:2, Cephalotaxus Seeds
fossil:seed:3, Archaeosigillaria Spores
fossil:seed:4, Foozia Spores
fossil:seed:5, Zamites Seeds
fossil:seed:6, Bennettitales Seeds
fossil:seed:7, Welwitschia Seeds
fossil:seed:8, Horsetail Spores
fossil:seed:9, Tempskya Spores
fossil:seed:10, Vaccinium Seeds
fossil:seed:11, Osmunda Spores
fossil:seed:12, Crataegus Seeds
fossil:seed:13, Florissantia Seeds
fossil:seed:14, Ephedra Seeds
fossil:seed:15, Duisbergia Spores
fossil:seed:16, Dipteris Spores
fossil:seed:17, Dictyophyllum Seeds
fossil:seed:18, Sagenopteris Seeds
fossil:seed:19, Cyathea Seeds
fossil:fern_seed:0, Ancient Fern Spores
fossil:tardrop, Tar Drop
fossil:record_bones, Fossil Record
fossil:record_anu, Fossil Record
fossil:record_scarab, Fossil Record
fossil:record_discovering, Fossil Record
fossil:bone_leg_bone:0, Triceratops Leg Bone
fossil:bone_leg_bone:1, Velociraptor Leg Bone
fossil:bone_leg_bone:2, Tyrannosaurus Leg Bone
fossil:bone_leg_bone:3, Pteranodon Leg Bone
fossil:bone_leg_bone:4, Plesiosaurus Leg Bone
fossil:bone_leg_bone:5, Mosasaurus Leg Bone
fossil:bone_leg_bone:6, Stegosaurus Leg Bone
fossil:bone_leg_bone:7, Dilophosaurus Leg Bone
fossil:bone_leg_bone:8, Brachiosaurus Leg Bone
fossil:bone_leg_bone:9, Spinosaurus Leg Bone
fossil:bone_leg_bone:10, Compsognathus Leg Bone
fossil:bone_leg_bone:11, Ankylosaurus Leg Bone
fossil:bone_leg_bone:12, Pachycephalosaurus Leg Bone
fossil:bone_leg_bone:13, Deinonychus Leg Bone
fossil:bone_leg_bone:14, Gallimimus Leg Bone
fossil:bone_leg_bone:15, Liopleurodon Leg Bone
fossil:bone_leg_bone:16, Allosaurus Leg Bone
fossil:bone_leg_bone:17, Sarcosuchus Leg Bone
fossil:bone_leg_bone:18, Ceratosaurus Leg Bone
fossil:bone_leg_bone:19, Dryosaurus Leg Bone
fossil:bone_leg_bone:20, Therizinosaurus Leg Bone
fossil:bone_leg_bone:21, Parasaurolophus Leg Bone
fossil:bone_leg_bone:22, Confuciusornis Leg Bone
fossil:bone_leg_bone:23, Ichthyosaurus Leg Bone
fossil:bone_leg_bone:24, Henodus Leg Bone
fossil:bone_leg_bone:25, Dodo Leg Bone
fossil:bone_leg_bone:26, Gastornis Leg Bone
fossil:bone_leg_bone:27, Kelenken Leg Bone
fossil:bone_leg_bone:28, Phorusrhacos Leg Bone
fossil:bone_leg_bone:29, Titanis Leg Bone
fossil:bone_leg_bone:30, Mammoth Leg Bone
fossil:bone_leg_bone:31, Smilodon Leg Bone
fossil:bone_leg_bone:32, Quagga Leg Bone
fossil:bone_leg_bone:33, Elasmotherium Leg Bone
fossil:bone_leg_bone:34, Megaloceros Leg Bone
fossil:bone_leg_bone:35, Megalania Leg Bone
fossil:bone_leg_bone:36, Platybelodon Leg Bone
fossil:bone_leg_bone:37, Tiktaalik Leg Bone
fossil:bone_leg_bone:38, Crassigyrinus Leg Bone
fossil:bone_leg_bone:39, Diplocaulus Leg Bone
fossil:bone_leg_bone:40, Edaphosaurus Leg Bone
fossil:bone_leg_bone:41, Citipati Leg Bone
fossil:bone_leg_bone:42, Diplodocus Leg Bone
fossil:bone_leg_bone:43, Ornitholestes Leg Bone
fossil:bone_unique_item:0, Triceratops Horn
fossil:bone_unique_item:1, Velociraptor Talon
fossil:bone_unique_item:2, Tyrannosaurus Tooth
fossil:bone_unique_item:3, Pteranodon Finger
fossil:bone_unique_item:4, Plesiosaurus Teeth
fossil:bone_unique_item:5, Mosasaurus Tooth
fossil:bone_unique_item:6, Stegosaurus Thagomizer
fossil:bone_unique_item:7, Dilophosaurus Claw
fossil:bone_unique_item:8, Brachiosaurus Claw
fossil:bone_unique_item:9, Spinosaurus Sail
fossil:bone_unique_item:10, Compsognathus Claw
fossil:bone_unique_item:11, Ankylosaurus Tail Club
fossil:bone_unique_item:12, Pachycephalosaurus Skull Horn
fossil:bone_unique_item:13, Deinonychus Talon
fossil:bone_unique_item:14, Gallimimus Claw
fossil:bone_unique_item:15, Liopleurodon Gastralias
fossil:bone_unique_item:16, Allosaurus Claw
fossil:bone_unique_item:17, Sarcosuchus Osteoderms
fossil:bone_unique_item:18, Ceratosaurus Horn
fossil:bone_unique_item:19, Dryosaurus Tooth
fossil:bone_unique_item:20, Therizinosaurus Claw
fossil:bone_unique_item:21, Parasaurolophus Crest
fossil:bone_unique_item:22, Confuciusornis Claw
fossil:bone_unique_item:23, Ichthyosaurus Sclerotic Ring
fossil:bone_unique_item:24, Henodus Shell
fossil:bone_unique_item:25, Dodo Wishbone
fossil:bone_unique_item:26, Gastornis Wishbone
fossil:bone_unique_item:27, Kelenken Wishbone
fossil:bone_unique_item:28, Phorusrhacos Wishbone
fossil:bone_unique_item:29, Titanis Wishbone
fossil:bone_unique_item:30, Mammoth Tusk
fossil:bone_unique_item:31, Smilodon Tooth
fossil:bone_unique_item:32, Quagga Tooth
fossil:bone_unique_item:33, Elasmotherium Horn
fossil:bone_unique_item:34, Megaloceros Antlers
fossil:bone_unique_item:35, Megalania Claw
fossil:bone_unique_item:36, Platybelodon Tusk
fossil:bone_unique_item:37, Tiktaalik Wrist
fossil:bone_unique_item:38, Crassigyrinus Tail Bone
fossil:bone_unique_item:39, Diplocaulus Tail Bone
fossil:bone_unique_item:40, Edaphosaurus Sail
fossil:bone_unique_item:41, Citipati Claw
fossil:bone_unique_item:42, Diplodocus Tail Bone
fossil:bone_unique_item:43, Ornitholestes Claw
fossil:bone_foot:0, Triceratops Foot
fossil:bone_foot:1, Velociraptor Foot
fossil:bone_foot:2, Tyrannosaurus Foot
fossil:bone_foot:3, Pteranodon Foot
fossil:bone_foot:4, Plesiosaurus Foot
fossil:bone_foot:5, Mosasaurus Foot
fossil:bone_foot:6, Stegosaurus Foot
fossil:bone_foot:7, Dilophosaurus Foot
fossil:bone_foot:8, Brachiosaurus Foot
fossil:bone_foot:9, Spinosaurus Foot
fossil:bone_foot:10, Compsognathus Foot
fossil:bone_foot:11, Ankylosaurus Foot
fossil:bone_foot:12, Pachycephalosaurus Foot
fossil:bone_foot:13, Deinonychus Foot
fossil:bone_foot:14, Gallimimus Foot
fossil:bone_foot:15, Liopleurodon Foot
fossil:bone_foot:16, Allosaurus Foot
fossil:bone_foot:17, Sarcosuchus Foot
fossil:bone_foot:18, Ceratosaurus Foot
fossil:bone_foot:19, Dryosaurus Foot
fossil:bone_foot:20, Therizinosaurus Foot
fossil:bone_foot:21, Parasaurolophus Foot
fossil:bone_foot:22, Confuciusornis Foot
fossil:bone_foot:23, Ichthyosaurus Foot
fossil:bone_foot:24, Henodus Foot
fossil:bone_foot:25, Dodo Foot
fossil:bone_foot:26, Gastornis Foot
fossil:bone_foot:27, Kelenken Foot
fossil:bone_foot:28, Phorusrhacos Foot
fossil:bone_foot:29, Titanis Foot
fossil:bone_foot:30, Mammoth Foot
fossil:bone_foot:31, Smilodon Foot
fossil:bone_foot:32, Quagga Foot
fossil:bone_foot:33, Elasmotherium Foot
fossil:bone_foot:34, Megaloceros Foot
fossil:bone_foot:35, Megalania Foot
fossil:bone_foot:36, Platybelodon Foot
fossil:bone_foot:37, Tiktaalik Foot
fossil:bone_foot:38, Crassigyrinus Foot
fossil:bone_foot:39, Diplocaulus Foot
fossil:bone_foot:40, Edaphosaurus Foot
fossil:bone_foot:41, Citipati Foot
fossil:bone_foot:42, Diplodocus Foot
fossil:bone_foot:43, Ornitholestes Foot
fossil:bone_skull:0, Triceratops Skull
fossil:bone_skull:1, Velociraptor Skull
fossil:bone_skull:2, Tyrannosaurus Skull
fossil:bone_skull:3, Pteranodon Skull
fossil:bone_skull:4, Plesiosaurus Skull
fossil:bone_skull:5, Mosasaurus Skull
fossil:bone_skull:6, Stegosaurus Skull
fossil:bone_skull:7, Dilophosaurus Skull
fossil:bone_skull:8, Brachiosaurus Skull
fossil:bone_skull:9, Spinosaurus Skull
fossil:bone_skull:10, Compsognathus Skull
fossil:bone_skull:11, Ankylosaurus Skull
fossil:bone_skull:12, Pachycephalosaurus Skull
fossil:bone_skull:13, Deinonychus Skull
fossil:bone_skull:14, Gallimimus Skull
fossil:bone_skull:15, Liopleurodon Skull
fossil:bone_skull:16, Allosaurus Skull
fossil:bone_skull:17, Sarcosuchus Skull
fossil:bone_skull:18, Ceratosaurus Skull
fossil:bone_skull:19, Dryosaurus Skull
fossil:bone_skull:20, Therizinosaurus Skull
fossil:bone_skull:21, Parasaurolophus Skull
fossil:bone_skull:22, Confuciusornis Skull
fossil:bone_skull:23, Ichthyosaurus Skull
fossil:bone_skull:24, Henodus Skull
fossil:bone_skull:25, Dodo Skull
fossil:bone_skull:26, Gastornis Skull
fossil:bone_skull:27, Kelenken Skull
fossil:bone_skull:28, Phorusrhacos Skull
fossil:bone_skull:29, Titanis Skull
fossil:bone_skull:30, Mammoth Skull
fossil:bone_skull:31, Smilodon Skull
fossil:bone_skull:32, Quagga Skull
fossil:bone_skull:33, Elasmotherium Skull
fossil:bone_skull:34, Megaloceros Skull
fossil:bone_skull:35, Megalania Skull
fossil:bone_skull:36, Platybelodon Skull
fossil:bone_skull:37, Tiktaalik Skull
fossil:bone_skull:38, Crassigyrinus Skull
fossil:bone_skull:39, Diplocaulus Skull
fossil:bone_skull:40, Edaphosaurus Skull
fossil:bone_skull:41, Citipati Skull
fossil:bone_skull:42, Diplodocus Skull
fossil:bone_skull:43, Ornitholestes Skull
fossil:bone_arm_bone:0, Triceratops Arm Bone
fossil:bone_arm_bone:1, Velociraptor Arm Bone
fossil:bone_arm_bone:2, Tyrannosaurus Arm Bone
fossil:bone_arm_bone:3, Pteranodon Arm Bone
fossil:bone_arm_bone:4, Plesiosaurus Arm Bone
fossil:bone_arm_bone:5, Mosasaurus Arm Bone
fossil:bone_arm_bone:6, Stegosaurus Arm Bone
fossil:bone_arm_bone:7, Dilophosaurus Arm Bone
fossil:bone_arm_bone:8, Brachiosaurus Arm Bone
fossil:bone_arm_bone:9, Spinosaurus Arm Bone
fossil:bone_arm_bone:10, Compsognathus Arm Bone
fossil:bone_arm_bone:11, Ankylosaurus Arm Bone
fossil:bone_arm_bone:12, Pachycephalosaurus Arm Bone
fossil:bone_arm_bone:13, Deinonychus Arm Bone
fossil:bone_arm_bone:14, Gallimimus Arm Bone
fossil:bone_arm_bone:15, Liopleurodon Arm Bone
fossil:bone_arm_bone:16, Allosaurus Arm Bone
fossil:bone_arm_bone:17, Sarcosuchus Arm Bone
fossil:bone_arm_bone:18, Ceratosaurus Arm Bone
fossil:bone_arm_bone:19, Dryosaurus Arm Bone
fossil:bone_arm_bone:20, Therizinosaurus Arm Bone
fossil:bone_arm_bone:21, Parasaurolophus Arm Bone
fossil:bone_arm_bone:22, Confuciusornis Arm Bone
fossil:bone_arm_bone:23, Ichthyosaurus Arm Bone
fossil:bone_arm_bone:24, Henodus Arm Bone
fossil:bone_arm_bone:25, Dodo Arm Bone
fossil:bone_arm_bone:26, Gastornis Arm Bone
fossil:bone_arm_bone:27, Kelenken Arm Bone
fossil:bone_arm_bone:28, Phorusrhacos Arm Bone
fossil:bone_arm_bone:29, Titanis Arm Bone
fossil:bone_arm_bone:30, Mammoth Arm Bone
fossil:bone_arm_bone:31, Smilodon Arm Bone
fossil:bone_arm_bone:32, Quagga Arm Bone
fossil:bone_arm_bone:33, Elasmotherium Arm Bone
fossil:bone_arm_bone:34, Megaloceros Arm Bone
fossil:bone_arm_bone:35, Megalania Arm Bone
fossil:bone_arm_bone:36, Platybelodon Arm Bone
fossil:bone_arm_bone:37, Tiktaalik Arm Bone
fossil:bone_arm_bone:38, Crassigyrinus Arm Bone
fossil:bone_arm_bone:39, Diplocaulus Arm Bone
fossil:bone_arm_bone:40, Edaphosaurus Arm Bone
fossil:bone_arm_bone:41, Citipati Arm Bone
fossil:bone_arm_bone:42, Diplodocus Arm Bone
fossil:bone_arm_bone:43, Ornitholestes Arm Bone
fossil:bone_ribcage:0, Triceratops Ribcage
fossil:bone_ribcage:1, Velociraptor Ribcage
fossil:bone_ribcage:2, Tyrannosaurus Ribcage
fossil:bone_ribcage:3, Pteranodon Ribcage
fossil:bone_ribcage:4, Plesiosaurus Ribcage
fossil:bone_ribcage:5, Mosasaurus Ribcage
fossil:bone_ribcage:6, Stegosaurus Ribcage
fossil:bone_ribcage:7, Dilophosaurus Ribcage
fossil:bone_ribcage:8, Brachiosaurus Ribcage
fossil:bone_ribcage:9, Spinosaurus Ribcage
fossil:bone_ribcage:10, Compsognathus Ribcage
fossil:bone_ribcage:11, Ankylosaurus Ribcage
fossil:bone_ribcage:12, Pachycephalosaurus Ribcage
fossil:bone_ribcage:13, Deinonychus Ribcage
fossil:bone_ribcage:14, Gallimimus Ribcage
fossil:bone_ribcage:15, Liopleurodon Ribcage
fossil:bone_ribcage:16, Allosaurus Ribcage
fossil:bone_ribcage:17, Sarcosuchus Ribcage
fossil:bone_ribcage:18, Ceratosaurus Ribcage
fossil:bone_ribcage:19, Dryosaurus Ribcage
fossil:bone_ribcage:20, Therizinosaurus Ribcage
fossil:bone_ribcage:21, Parasaurolophus Ribcage
fossil:bone_ribcage:22, Confuciusornis Ribcage
fossil:bone_ribcage:23, Ichthyosaurus Ribcage
fossil:bone_ribcage:24, Henodus Ribcage
fossil:bone_ribcage:25, Dodo Ribcage
fossil:bone_ribcage:26, Gastornis Ribcage
fossil:bone_ribcage:27, Kelenken Ribcage
fossil:bone_ribcage:28, Phorusrhacos Ribcage
fossil:bone_ribcage:29, Titanis Ribcage
fossil:bone_ribcage:30, Mammoth Ribcage
fossil:bone_ribcage:31, Smilodon Ribcage
fossil:bone_ribcage:32, Quagga Ribcage
fossil:bone_ribcage:33, Elasmotherium Ribcage
fossil:bone_ribcage:34, Megaloceros Ribcage
fossil:bone_ribcage:35, Megalania Ribcage
fossil:bone_ribcage:36, Platybelodon Ribcage
fossil:bone_ribcage:37, Tiktaalik Ribcage
fossil:bone_ribcage:38, Crassigyrinus Ribcage
fossil:bone_ribcage:39, Diplocaulus Ribcage
fossil:bone_ribcage:40, Edaphosaurus Ribcage
fossil:bone_ribcage:41, Citipati Ribcage
fossil:bone_ribcage:42, Diplodocus Ribcage
fossil:bone_ribcage:43, Ornitholestes Ribcage
fossil:bone_vertebrae:0, Triceratops Vertebrae
fossil:bone_vertebrae:1, Velociraptor Vertebrae
fossil:bone_vertebrae:2, Tyrannosaurus Vertebrae
fossil:bone_vertebrae:3, Pteranodon Vertebrae
fossil:bone_vertebrae:4, Plesiosaurus Vertebrae
fossil:bone_vertebrae:5, Mosasaurus Vertebrae
fossil:bone_vertebrae:6, Stegosaurus Vertebrae
fossil:bone_vertebrae:7, Dilophosaurus Vertebrae
fossil:bone_vertebrae:8, Brachiosaurus Vertebrae
fossil:bone_vertebrae:9, Spinosaurus Vertebrae
fossil:bone_vertebrae:10, Compsognathus Vertebrae
fossil:bone_vertebrae:11, Ankylosaurus Vertebrae
fossil:bone_vertebrae:12, Pachycephalosaurus Vertebrae
fossil:bone_vertebrae:13, Deinonychus Vertebrae
fossil:bone_vertebrae:14, Gallimimus Vertebrae
fossil:bone_vertebrae:15, Liopleurodon Vertebrae
fossil:bone_vertebrae:16, Allosaurus Vertebrae
fossil:bone_vertebrae:17, Sarcosuchus Vertebrae
fossil:bone_vertebrae:18, Ceratosaurus Vertebrae
fossil:bone_vertebrae:19, Dryosaurus Vertebrae
fossil:bone_vertebrae:20, Therizinosaurus Vertebrae
fossil:bone_vertebrae:21, Parasaurolophus Vertebrae
fossil:bone_vertebrae:22, Confuciusornis Vertebrae
fossil:bone_vertebrae:23, Ichthyosaurus Vertebrae
fossil:bone_vertebrae:24, Henodus Vertebrae
fossil:bone_vertebrae:25, Dodo Vertebrae
fossil:bone_vertebrae:26, Gastornis Vertebrae
fossil:bone_vertebrae:27, Kelenken Vertebrae
fossil:bone_vertebrae:28, Phorusrhacos Vertebrae
fossil:bone_vertebrae:29, Titanis Vertebrae
fossil:bone_vertebrae:30, Mammoth Vertebrae
fossil:bone_vertebrae:31, Smilodon Vertebrae
fossil:bone_vertebrae:32, Quagga Vertebrae
fossil:bone_vertebrae:33, Elasmotherium Vertebrae
fossil:bone_vertebrae:34, Megaloceros Vertebrae
fossil:bone_vertebrae:35, Megalania Vertebrae
fossil:bone_vertebrae:36, Platybelodon Vertebrae
fossil:bone_vertebrae:37, Tiktaalik Vertebrae
fossil:bone_vertebrae:38, Crassigyrinus Vertebrae
fossil:bone_vertebrae:39, Diplocaulus Vertebrae
fossil:bone_vertebrae:40, Edaphosaurus Vertebrae
fossil:bone_vertebrae:41, Citipati Vertebrae
fossil:bone_vertebrae:42, Diplodocus Vertebrae
fossil:bone_vertebrae:43, Ornitholestes Vertebrae
fossil:palm_door_item, Palaeoraphe Door
fossil:calamites_door_item, Calamites Door
fossil:sigillaria_door_item, Sigillaria Door
fossil:cordaites_door_item, Cordaites Door
fossil:pinkerton, Pinkerton
fossil:fossil, Fossil
fossil:amber_ore, Amber Ore
fossil:skull_block, Skull Block
fossil:skull_lantern, Skull Lantern
fossil:cultivate, Culture Vat
fossil:cultivate_active, Culture Vat
fossil:worktable, Archeology Workbench
fossil:worktable_active, Archeology Workbench
fossil:sifter, Sifter
fossil:sifter_active, Sifter
fossil:analyzer, Analyzer
fossil:analyzer_active, Analyzer
fossil:bubble_blower, Bubble Blower
fossil:feeder, Feeder
